Sub-Category,% Sales Proft Ratio,% Sales Proft Ratio L,Profit Ratio,Category,City,Country,Customer Name,Discount,Manufacturer,Number of Records,Order Date,Order ID,Postal Code,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State
Labels,0.34,34,0.34,Office Supplies,Philadelphia,United States,Keith Dawkins,0.2,Avery,1,8/14/2014,CA-2014-167542,19120,Avery 486,6,3,East,18,Corporate,8/21/2014,Standard Class,Pennsylvania
Labels,0.35,35,0.35,Office Supplies,Philadelphia,United States,Andrew Gjertsen,0.2,Avery,1,10/14/2014,CA-2014-132976,19140,Avery 489,9,3,East,25,Corporate,10/18/2014,Standard Class,Pennsylvania
Paper,0.33,33,0.33,Office Supplies,Columbus,United States,Erin Ashbrook,0.2,Other,1,12-05-2011,CA-2011-151162,43229,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",6,3,East,17,Corporate,12-09-2011,Standard Class,Ohio
Paper,0.36,36,0.36,Office Supplies,Cleveland,United States,Alice McCarthy,0.2,HP,1,5/29/2014,CA-2014-161340,44105,HP Office Recycled Paper (20Lb. and 87 Bright),5,3,East,14,Corporate,06-02-2014,Standard Class,Ohio
Paper,0.36,36,0.36,Office Supplies,Columbus,United States,Erin Ashbrook,0.2,Xerox,1,12-05-2011,CA-2011-151162,43229,Xerox 1893,36,3,East,98,Corporate,12-09-2011,Standard Class,Ohio
Paper,0.31,31,0.31,Office Supplies,Philadelphia,United States,Sung Pak,0.2,Xerox,1,8/16/2012,US-2012-126753,19134,Xerox 199,3,3,East,10,Corporate,8/20/2012,Standard Class,Pennsylvania
Paper,0.33,33,0.33,Office Supplies,Philadelphia,United States,Erin Ashbrook,0.2,Xerox,1,08-01-2014,CA-2014-121909,19134,Xerox 1991,18,3,East,55,Corporate,08-06-2014,Standard Class,Pennsylvania
Paper,0.36,36,0.36,Office Supplies,Philadelphia,United States,Fred Hopkins,0.2,Wirebound,1,07-07-2014,US-2014-124303,19120,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",6,3,East,16,Corporate,7/14/2014,Standard Class,Pennsylvania
Storage,-0.23,-23,-0.23,Office Supplies,Lancaster,United States,Henry Goldwyn,0.2,Carina,1,11-05-2014,US-2014-122672,43130,"Carina 42""Hx23 3/4""W Media Storage Unit",-44,3,East,194,Corporate,11-10-2014,Standard Class,Ohio
Binders,0.31,31,0.31,Office Supplies,New York City,United States,Alan Haines,0.2,DXL,1,8/25/2014,CA-2014-123043,10024,DXL Angle-View Binders with Locking Rings by Samsill,8,4,East,25,Corporate,8/30/2014,Standard Class,New York
Binders,0.34,34,0.34,Office Supplies,New York City,United States,Todd Boyes,0.2,Acco,1,11/23/2013,CA-2013-154711,10009,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",4,4,East,12,Corporate,11/27/2013,Standard Class,New York
Binders,0.34,34,0.34,Office Supplies,New York City,United States,Sibella Parks,0.2,Acco,1,02-07-2014,US-2014-101840,10024,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",16,4,East,46,Corporate,2/13/2014,Standard Class,New York
Envelopes,0.36,36,0.36,Office Supplies,Lakewood,United States,Carol Adams,0.2,Other,1,9/26/2014,CA-2014-122112,44107,Security-Tint Envelopes,9,4,East,24,Corporate,9/30/2014,Standard Class,Ohio
Envelopes,0.35,35,0.35,Office Supplies,Philadelphia,United States,Marina Lichtenstein,0.2,Other,1,10/23/2014,CA-2014-156363,19134,#6 3/4 Gummed Flap White Envelopes,11,4,East,32,Corporate,10/29/2014,Standard Class,Pennsylvania
Fasteners,0.33,33,0.33,Office Supplies,Philadelphia,United States,Brad Norvell,0.2,Other,1,4/16/2012,CA-2012-106215,19143,Staples,4,4,East,13,Corporate,4/21/2012,Standard Class,Pennsylvania
Paper,0.31,31,0.31,Office Supplies,Philadelphia,United States,Edward Hooks,0.2,Adams,1,10/18/2011,CA-2011-138450,19134,"Adams ""While You Were Out"" Message Pads",3,4,East,10,Corporate,10/22/2011,Standard Class,Pennsylvania
Paper,0.31,31,0.31,Office Supplies,Philadelphia,United States,Harry Marie,0.2,Other,1,10/20/2014,CA-2014-125199,19120,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",7,4,East,24,Corporate,10/26/2014,Standard Class,Pennsylvania
Paper,0.33,33,0.33,Office Supplies,Philadelphia,United States,Andrew Gjertsen,0.2,Adams,1,10/14/2014,CA-2014-132976,19140,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",6,4,East,18,Corporate,10/18/2014,Standard Class,Pennsylvania
Paper,0.33,33,0.33,Office Supplies,Philadelphia,United States,Suzanne McNair,0.2,Southworth,1,9/29/2011,CA-2011-122931,19134,Southworth Parchment Paper & Envelopes,7,4,East,21,Corporate,10-03-2011,Standard Class,Pennsylvania
Appliances,0.11,11,0.11,Office Supplies,Toledo,United States,Rick Reed,0.2,Tripp Lite,1,7/26/2013,CA-2013-115525,43615,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,27,5,East,244,Corporate,7/30/2013,Standard Class,Ohio
Fasteners,0.21,21,0.21,Office Supplies,Philadelphia,United States,Dave Poirier,0.2,OIC,1,4/14/2014,CA-2014-141663,19134,Translucent Push Pins by OIC,2,5,East,8,Corporate,4/18/2014,Standard Class,Pennsylvania
Paper,0.31,31,0.31,Office Supplies,Philadelphia,United States,Erin Smith,0.2,Xerox,1,2/25/2014,CA-2014-127397,19134,Xerox 1988,39,5,East,124,Corporate,03-01-2014,Standard Class,Pennsylvania
Paper,0.36,36,0.36,Office Supplies,Philadelphia,United States,Michael Stewart,0.2,Xerox,1,12-05-2014,CA-2014-117667,19134,Xerox 1956,9,5,East,24,Corporate,12-10-2014,Standard Class,Pennsylvania
Appliances,0.16,16,0.16,Office Supplies,Kent,United States,Sean Braxton,0.2,Holmes,1,11/19/2013,CA-2013-158575,44240,Holmes 99% HEPA Air Purifier,17,6,East,104,Corporate,11/25/2013,Standard Class,Ohio
Appliances,0.08,8,0.08,Office Supplies,Philadelphia,United States,Craig Molinari,0.2,Acco,1,9/26/2011,CA-2011-144974,19140,"Acco Six-Outlet Power Strip, 4' Cord Length",3,6,East,41,Corporate,9/30/2011,Standard Class,Pennsylvania
Binders,0.35,35,0.35,Office Supplies,New York City,United States,Bill Stewart,0.2,GBC,1,12-03-2012,CA-2012-142475,10011,GBC Therma-A-Bind 250T Electric Binding System,207,6,East,590,Corporate,12-07-2012,Standard Class,New York
Binders,0.35,35,0.35,Office Supplies,New York City,United States,Grant Thornton,0.2,Wilson Jones,1,11-05-2012,CA-2012-144386,10009,"Wilson Jones 1"" Hanging DublLock Ring Binders",9,6,East,25,Corporate,11-11-2012,Standard Class,New York
Envelopes,0.38,38,0.38,Office Supplies,Philadelphia,United States,Edward Hooks,0.2,Other,1,10/18/2011,CA-2011-138450,19134,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",20,6,East,53,Corporate,10/22/2011,Standard Class,Pennsylvania
Paper,0.36,36,0.36,Office Supplies,Cincinnati,United States,Matt Hagelstein,0.2,Wirebound,1,09-04-2013,CA-2013-153185,45231,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",11,6,East,31,Corporate,09-09-2013,Standard Class,Ohio
Paper,0.33,33,0.33,Office Supplies,Philadelphia,United States,Dean Katz,0.2,Other,1,09-02-2013,CA-2013-155481,19140,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",10,6,East,30,Corporate,09-06-2013,Standard Class,Pennsylvania
Storage,-0.2,-20,-0.2,Office Supplies,York,United States,Theresa Swint,0.2,Gould Plastics,1,6/26/2013,US-2013-152051,17403,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",-51,6,East,254,Corporate,6/30/2013,Standard Class,Pennsylvania
Storage,-0.19,-19,-0.19,Office Supplies,Philadelphia,United States,Edward Hooks,0.2,Eldon,1,10/18/2011,CA-2011-138450,19134,"Eldon Base for stackable storage shelf, platinum",-35,6,East,187,Corporate,10/22/2011,Standard Class,Pennsylvania
Storage,-0.19,-19,-0.19,Office Supplies,Philadelphia,United States,Suzanne McNair,0.2,Tennsco,1,9/29/2011,CA-2011-122931,19134,Tennsco Single-Tier Lockers,-338,6,East,1802,Corporate,10-03-2011,Standard Class,Pennsylvania
Storage,0.1,10,0.1,Office Supplies,Philadelphia,United States,Andrew Gjertsen,0.2,Eldon,1,10/14/2014,CA-2014-132976,19140,Eldon Simplefile Box Office,6,6,East,60,Corporate,10/18/2014,Standard Class,Pennsylvania
Appliances,0.11,11,0.11,Office Supplies,Columbus,United States,Corey Catlett,0.2,Fellowes,1,11/27/2014,CA-2014-155957,43229,Fellowes Superior 10 Outlet Split Surge Protector,24,7,East,213,Corporate,12-01-2014,Standard Class,Ohio
Art,0.2,20,0.2,Office Supplies,Lakewood,United States,Jane Waco,0.2,BIC,1,11/19/2014,US-2014-158946,44107,BIC Liqua Brite Liner,8,7,East,39,Corporate,11/24/2014,Standard Class,Ohio
Art,0.08,8,0.08,Office Supplies,Philadelphia,United States,Harry Marie,0.2,Boston,1,10/20/2014,CA-2014-125199,19120,Boston 16801 Nautilus Battery Pencil Sharpener,9,7,East,123,Corporate,10/26/2014,Standard Class,Pennsylvania
Art,0.13,13,0.13,Office Supplies,Philadelphia,United States,Aaron Hawkins,0.2,Avery,1,12/19/2014,CA-2014-164000,19134,Avery Fluorescent Highlighter Four-Color Set,2,7,East,19,Corporate,12/23/2014,Standard Class,Pennsylvania
Binders,0.33,33,0.33,Office Supplies,Hempstead,United States,Dave Poirier,0.2,Ibico,1,12-07-2013,CA-2013-162390,11550,Ibico EB-19 Dual Function Manual Binding System,315,7,East,969,Corporate,12/13/2013,Standard Class,New York
Fasteners,-0.21,-21,-0.21,Office Supplies,Toledo,United States,Theresa Swint,0.2,Other,1,4/16/2012,CA-2012-161263,43615,"Super Bands, 12/Pack",-2,7,East,10,Corporate,4/21/2012,Standard Class,Ohio
Fasteners,-0.23,-23,-0.23,Office Supplies,Philadelphia,United States,George Bell,0.2,Other,1,8/30/2013,CA-2013-159912,19120,Revere Boxed Rubber Bands by Revere,-2,7,East,11,Corporate,09-04-2013,Standard Class,Pennsylvania
Fasteners,0.33,33,0.33,Office Supplies,Philadelphia,United States,Dean Katz,0.2,Other,1,09-02-2013,CA-2013-155481,19140,Staples,5,7,East,17,Corporate,09-06-2013,Standard Class,Pennsylvania
Paper,0.36,36,0.36,Office Supplies,Lancaster,United States,Shaun Chance,0.2,Xerox,1,11/25/2014,CA-2014-131366,17602,Xerox 1919,83,7,East,230,Corporate,11/30/2014,Standard Class,Pennsylvania
Binders,0.31,31,0.31,Office Supplies,New York City,United States,Ken Dana,0.2,Other,1,8/27/2013,US-2013-102141,10024,Deluxe Heavy-Duty Vinyl Round Ring Binder,46,8,East,147,Corporate,09-01-2013,Standard Class,New York
Binders,0.34,34,0.34,Office Supplies,New York City,United States,Ann Chong,0.2,ACCOHIDE,1,09-03-2014,CA-2014-157987,10009,"ACCOHIDE 3-Ring Binder, Blue, 1""",9,8,East,26,Corporate,09-07-2014,Standard Class,New York
Fasteners,0.21,21,0.21,Office Supplies,Philadelphia,United States,David Smith,0.2,OIC,1,11/29/2013,CA-2013-127243,19140,Translucent Push Pins by OIC,3,8,East,13,Corporate,12-05-2013,Standard Class,Pennsylvania
Art,0.09,9,0.09,Office Supplies,Lakewood,United States,Erin Smith,0.2,Rogers,1,12-03-2014,CA-2014-157469,44107,Rogers Handheld Barrel Pencil Sharpener,2,9,East,20,Corporate,12-08-2014,Standard Class,Ohio
Labels,0.33,33,0.33,Office Supplies,Philadelphia,United States,Suzanne McNair,0.2,Other,1,9/29/2011,CA-2011-122931,19134,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",18,11,East,55,Corporate,10-03-2011,Standard Class,Pennsylvania
Binders,0.35,35,0.35,Office Supplies,Hempstead,United States,Dave Poirier,0.2,Other,1,12-07-2013,CA-2013-162390,11550,Trimflex Flexible Post Binders,78,13,East,222,Corporate,12/13/2013,Standard Class,New York
Binders,-0.8,-80,-0.8,Office Supplies,Philadelphia,United States,Stefania Perrino,0.7,GBC,1,09-10-2014,US-2014-118087,19134,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",-4,1,East,5,Corporate,9/14/2014,Standard Class,Pennsylvania
Binders,-0.73,-73,-0.73,Office Supplies,Philadelphia,United States,Lisa Ryan,0.7,GBC,1,09-07-2012,CA-2012-102876,19134,GBC Wire Binding Strips,-7,1,East,10,Corporate,9/14/2012,Standard Class,Pennsylvania
Binders,-0.7,-70,-0.7,Office Supplies,Philadelphia,United States,Sylvia Foulston,0.7,GBC,1,9/29/2014,CA-2014-152205,19134,GBC Standard Plastic Binding Systems Combs,-2,1,East,3,Corporate,10-06-2014,Standard Class,Pennsylvania
Binders,-0.7,-70,-0.7,Office Supplies,Springfield,United States,Katherine Nockton,0.7,Acco,1,8/21/2012,CA-2012-154823,45503,Acco D-Ring Binder w/DublLock,-9,2,East,13,Corporate,8/25/2012,Standard Class,Ohio
Binders,-0.8,-80,-0.8,Office Supplies,Philadelphia,United States,George Bell,0.7,Fellowes,1,8/30/2013,CA-2013-159912,19120,Fellowes Black Plastic Comb Bindings,-3,2,East,3,Corporate,09-04-2013,Standard Class,Pennsylvania
Binders,-0.77,-77,-0.77,Office Supplies,Philadelphia,United States,Fred Hopkins,0.7,Pressboard,1,07-07-2014,US-2014-124303,19120,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",-2,2,East,3,Corporate,7/14/2014,Standard Class,Pennsylvania
Binders,-0.77,-77,-0.77,Office Supplies,Philadelphia,United States,Stefania Perrino,0.7,Wilson Jones,1,09-10-2014,US-2014-118087,19134,Wilson Jones Standard D-Ring Binders,-2,2,East,3,Corporate,9/14/2014,Standard Class,Pennsylvania
Binders,-0.73,-73,-0.73,Office Supplies,Philadelphia,United States,David Smith,0.7,GBC,1,11/29/2013,CA-2013-127243,19140,GBC Plasticlear Binding Covers,-5,2,East,7,Corporate,12-05-2013,Standard Class,Pennsylvania
Binders,-0.73,-73,-0.73,Office Supplies,Philadelphia,United States,Henry Goldwyn,0.7,Wilson Jones,1,5/21/2012,CA-2012-102806,19143,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",-18,2,East,25,Corporate,5/28/2012,Standard Class,Pennsylvania
Binders,-0.7,-70,-0.7,Office Supplies,Philadelphia,United States,Sung Pak,0.7,Avery,1,8/16/2012,US-2012-126753,19134,"Avery Durable Plastic 1"" Binders",-2,2,East,3,Corporate,8/20/2012,Standard Class,Pennsylvania
Binders,-0.7,-70,-0.7,Office Supplies,Philadelphia,United States,Muhammed Yedwab,0.7,Avery,1,05-05-2014,CA-2014-133067,19140,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",-2,2,East,2,Corporate,05-11-2014,Standard Class,Pennsylvania
Binders,-0.7,-70,-0.7,Office Supplies,Lancaster,United States,Brian Moss,0.7,Other,1,9/28/2013,CA-2013-163202,43130,Recycled Pressboard Report Cover with Reinforced Top Hinge,-2,3,East,3,Corporate,10-03-2013,Standard Class,Ohio
Binders,-0.8,-80,-0.8,Office Supplies,Philadelphia,United States,Lisa Ryan,0.7,Angle-D,1,09-07-2012,CA-2012-102876,19134,Angle-D Ring Binders,-4,3,East,5,Corporate,9/14/2012,Standard Class,Pennsylvania
Binders,-0.8,-80,-0.8,Office Supplies,Philadelphia,United States,Muhammed Yedwab,0.7,Avery,1,05-05-2014,CA-2014-133067,19140,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",-8,3,East,9,Corporate,05-11-2014,Standard Class,Pennsylvania
Binders,-0.73,-73,-0.73,Office Supplies,Philadelphia,United States,Sung Pak,0.7,Avery,1,8/16/2012,US-2012-126753,19134,Avery Durable Slant Ring Binders With Label Holder,-3,3,East,4,Corporate,8/20/2012,Standard Class,Pennsylvania
Binders,-0.7,-70,-0.7,Office Supplies,Philadelphia,United States,Katherine Nockton,0.7,Avery,1,03-05-2012,CA-2012-109001,19120,Avery Round Ring Poly Binders,-2,3,East,3,Corporate,03-09-2012,Standard Class,Pennsylvania
Binders,-0.67,-67,-0.67,Office Supplies,Philadelphia,United States,Quincy Jones,0.7,GBC,1,05-01-2014,CA-2014-144526,19143,GBC VeloBind Cover Sets,-9,3,East,14,Corporate,05-07-2014,Standard Class,Pennsylvania
Binders,-0.8,-80,-0.8,Office Supplies,Columbus,United States,Erin Ashbrook,0.7,Other,1,12-05-2011,CA-2011-151162,43229,Large Capacity Hanging Post Binders,-24,4,East,30,Corporate,12-09-2011,Standard Class,Ohio
Binders,-0.8,-80,-0.8,Office Supplies,Philadelphia,United States,Shaun Chance,0.7,Avery,1,09-04-2012,CA-2012-113523,19140,Avery Heavy-Duty EZD View Binder with Locking Rings,-6,4,East,8,Corporate,09-08-2012,Standard Class,Pennsylvania
Binders,-0.8,-80,-0.8,Office Supplies,Philadelphia,United States,Ann Chong,0.7,Avery,1,9/15/2012,CA-2012-100734,19143,Avery Hidden Tab Dividers for Binding Systems,-3,4,East,4,Corporate,9/20/2012,Standard Class,Pennsylvania
Binders,-0.77,-77,-0.77,Office Supplies,York,United States,Noah Childs,0.7,Other,1,04-10-2014,CA-2014-169404,17403,Tuf-Vin Binders,-29,4,East,38,Corporate,4/15/2014,Standard Class,Pennsylvania
Binders,-0.73,-73,-0.73,Office Supplies,York,United States,Theresa Swint,0.7,GBC,1,6/26/2013,US-2013-152051,17403,GBC Wire Binding Strips,-28,4,East,38,Corporate,6/30/2013,Standard Class,Pennsylvania
Binders,-0.67,-67,-0.67,Office Supplies,Philadelphia,United States,Bill Overfelt,0.7,Wilson Jones,1,05-04-2014,CA-2014-132199,19134,Wilson Jones Legal Size Ring Binders,-18,4,East,26,Corporate,05-09-2014,Standard Class,Pennsylvania
Binders,-0.83,-83,-0.83,Office Supplies,Toledo,United States,Theresa Swint,0.7,GBC,1,4/16/2012,CA-2012-161263,43615,"GBC Velobind Prepunched Cover Sets, Regency Series",-46,5,East,55,Corporate,4/21/2012,Standard Class,Ohio
Binders,-0.77,-77,-0.77,Office Supplies,Philadelphia,United States,Craig Molinari,0.7,Avery,1,9/26/2011,CA-2011-144974,19140,"Avery Durable Slant Ring Binders, No Labels",-5,5,East,6,Corporate,9/30/2011,Standard Class,Pennsylvania
Binders,-0.7,-70,-0.7,Office Supplies,Philadelphia,United States,Bill Overfelt,0.7,Wilson Jones,1,05-04-2014,CA-2014-132199,19134,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",-45,5,East,64,Corporate,05-09-2014,Standard Class,Pennsylvania
Binders,-0.77,-77,-0.77,Office Supplies,Philadelphia,United States,Ben Peterman,0.7,Avery,1,01-04-2013,CA-2013-158211,19143,Avery Arch Ring Binders,-80,6,East,105,Corporate,01-08-2013,Standard Class,Pennsylvania
Binders,-0.8,-80,-0.8,Office Supplies,Lancaster,United States,Shaun Chance,0.7,Other,1,10/27/2014,CA-2014-115119,17602,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",-65,7,East,81,Corporate,10/31/2014,Standard Class,Pennsylvania
Binders,-0.7,-70,-0.7,Office Supplies,Toledo,United States,Victoria Pisteka,0.7,Wilson Jones,1,11/15/2012,CA-2012-129525,43615,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",-117,13,East,167,Corporate,11/20/2012,Standard Class,Ohio
Appliances,0.27,27,0.27,Office Supplies,Decatur,United States,Stewart Carmichael,0,Other,1,6/13/2013,CA-2013-127208,35601,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",56,1,South,208,Corporate,6/16/2013,First Class,Alabama
Appliances,0.26,26,0.26,Office Supplies,Sandy Springs,United States,Todd Boyes,0,Acco,1,5/19/2014,CA-2014-159464,30328,"Acco Six-Outlet Power Strip, 4' Cord Length",4,2,South,17,Corporate,5/20/2014,First Class,Georgia
Envelopes,0.5,50,0.5,Office Supplies,Springfield,United States,Patrick Jones,0,Other,1,11/14/2012,CA-2012-154746,22153,Brown Kraft Recycled Envelopes,17,2,South,34,Corporate,11/17/2012,First Class,Virginia
Labels,0.48,48,0.48,Office Supplies,Columbus,United States,Victoria Brennan,0,Avery,1,03-09-2014,CA-2014-155698,31907,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",10,2,South,21,Corporate,03-12-2014,First Class,Georgia
Paper,0.49,49,0.49,Office Supplies,Atlanta,United States,Robert Barroso,0,Hammermil,1,11/22/2011,CA-2011-125682,30318,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),5,2,South,10,Corporate,11/25/2011,First Class,Georgia
Paper,0.46,46,0.46,Office Supplies,Richmond,United States,Pauline Webber,0,Adams,1,08-06-2014,CA-2014-117695,40475,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",6,2,South,14,Corporate,08-09-2014,First Class,Kentucky
Paper,0.48,48,0.48,Office Supplies,Suffolk,United States,Ricardo Sperren,0,Xerox,1,7/16/2014,US-2014-128951,23434,Xerox 1999,6,2,South,13,Corporate,7/18/2014,First Class,Virginia
Storage,0.25,25,0.25,Office Supplies,Arlington,United States,Aaron Smayling,0,Other,1,3/29/2013,CA-2013-162901,22204,Hanging Personal Folder File,8,2,South,31,Corporate,04-01-2013,First Class,Virginia
Supplies,0.03,3,0.03,Office Supplies,Louisville,United States,Kimberly Carter,0,Martin-Yale,1,5/27/2014,CA-2014-123687,40214,Martin-Yale Premier Letter Opener,1,2,South,26,Corporate,5/30/2014,First Class,Kentucky
Appliances,0.3,30,0.3,Office Supplies,Louisville,United States,Kimberly Carter,0,Belkin,1,5/27/2014,CA-2014-123687,40214,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,63,3,South,208,Corporate,5/30/2014,First Class,Kentucky
Appliances,0.28,28,0.28,Office Supplies,Suffolk,United States,Ricardo Sperren,0,Belkin,1,7/16/2014,US-2014-128951,23434,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,50,3,South,180,Corporate,7/18/2014,First Class,Virginia
Appliances,0.39,39,0.39,Office Supplies,Springfield,United States,Patrick Jones,0,Honeywell,1,11/14/2012,CA-2012-154746,22153,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,322,3,South,826,Corporate,11/17/2012,First Class,Virginia
Binders,0.48,48,0.48,Office Supplies,Decatur,United States,Stewart Carmichael,0,Avery,1,6/13/2013,CA-2013-127208,35601,Avery Heavy-Duty EZD  Binder With Locking Rings,8,3,South,17,Corporate,6/16/2013,First Class,Alabama
Binders,0.5,50,0.5,Office Supplies,Mobile,United States,Mark Cousins,0,Other,1,11/27/2013,CA-2013-133711,36608,Surelock Post Binders,46,3,South,92,Corporate,11/30/2013,First Class,Alabama
Storage,0.02,2,0.02,Office Supplies,Suffolk,United States,Lori Olson,0,Tennsco,1,02-06-2012,CA-2012-104038,23434,Tennsco Industrial Shelving,3,3,South,147,Corporate,02-08-2012,First Class,Virginia
Supplies,0.02,2,0.02,Office Supplies,Hoover,United States,Edward Becker,0,Other,1,4/17/2014,CA-2014-122707,35244,Compact Automatic Electric Letter Opener,10,4,South,477,Corporate,4/19/2014,First Class,Alabama
Binders,0.5,50,0.5,Office Supplies,Mobile,United States,Mark Cousins,0,Wilson Jones,1,11/27/2013,CA-2013-133711,36608,Wilson Jones DublLock D-Ring Binders,17,5,South,34,Corporate,11/30/2013,First Class,Alabama
Paper,0.45,45,0.45,Office Supplies,Suffolk,United States,Lori Olson,0,Xerox,1,02-06-2012,CA-2012-104038,23434,Xerox 1920,13,5,South,30,Corporate,02-08-2012,First Class,Virginia
Storage,0.26,26,0.26,Office Supplies,Arlington,United States,Cyma Kinney,0,Other,1,02-01-2013,US-2013-140809,22204,X-Rack File for Hanging Folders,15,5,South,56,Corporate,02-03-2013,First Class,Virginia
Binders,0.48,48,0.48,Office Supplies,Sandy Springs,United States,Todd Boyes,0,Poly,1,5/19/2014,CA-2014-159464,30328,Poly Designer Cover & Back,55,6,South,114,Corporate,5/20/2014,First Class,Georgia
Paper,0.49,49,0.49,Office Supplies,Mobile,United States,Mark Cousins,0,Other,1,11/27/2013,CA-2013-133711,36608,Staples,35,7,South,71,Corporate,11/30/2013,First Class,Alabama
Appliances,0.26,26,0.26,Office Supplies,Columbus,United States,Victoria Brennan,0,Belkin,1,03-09-2014,CA-2014-155698,31907,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,168,8,South,648,Corporate,03-12-2014,First Class,Georgia
Binders,0.47,47,0.47,Office Supplies,Monroe,United States,Craig Yedwab,0,Other,1,09-04-2013,US-2013-101616,71203,Heavy-Duty E-Z-D Binders,41,8,South,87,Corporate,09-07-2013,First Class,Louisiana
Envelopes,0.34,34,0.34,Office Supplies,Tampa,United States,Stefania Perrino,0.2,Other,1,8/28/2014,US-2014-162208,33614,Convenience Packs of Business Envelopes,1,1,South,3,Corporate,8/31/2014,First Class,Florida
Paper,0.36,36,0.36,Office Supplies,Miami,United States,Stuart Van,0.2,Xerox,1,8/27/2013,CA-2013-160598,33142,Xerox 1944,11,1,South,31,Corporate,8/29/2013,First Class,Florida
Art,0.13,13,0.13,Office Supplies,Lakeland,United States,Jim Epp,0.2,Hunt,1,06-11-2012,CA-2012-121720,33801,"Hunt PowerHouse Electric Pencil Sharpener, Blue",8,2,South,61,Corporate,06-12-2012,First Class,Florida
Paper,0.35,35,0.35,Office Supplies,Jacksonville,United States,Kelly Lampkin,0.2,Other,1,11-07-2013,US-2013-153815,32216,Embossed Ink Jet Note Cards,13,2,South,36,Corporate,11-10-2013,First Class,Florida
Paper,0.35,35,0.35,Office Supplies,Jacksonville,United States,Kelly Lampkin,0.2,Other,1,11-07-2013,US-2013-153815,32216,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",31,2,South,89,Corporate,11-10-2013,First Class,Florida
Paper,0.35,35,0.35,Office Supplies,Raleigh,United States,Frank Atkinson,0.2,Things To Do,1,07-02-2012,CA-2012-140718,27604,Things To Do Today Pad,3,2,South,9,Corporate,07-04-2012,First Class,North Carolina
Storage,0.05,5,0.05,Office Supplies,Lakeland,United States,Jim Epp,0.2,Tennsco,1,06-11-2012,CA-2012-121720,33801,Tennsco 16-Compartment Lockers with Coat Rack,52,2,South,1037,Corporate,06-12-2012,First Class,Florida
Art,0.16,16,0.16,Office Supplies,Burlington,United States,Yana Sorensen,0.2,Other,1,07-04-2014,CA-2014-124828,27217,4009 Highlighters by Sanford,2,3,South,10,Corporate,07-05-2014,First Class,North Carolina
Envelopes,0.34,34,0.34,Office Supplies,Jacksonville,United States,Matt Connell,0.2,Tyvek,1,05-10-2014,CA-2014-134810,28540,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",22,3,South,65,Corporate,05-11-2014,First Class,North Carolina
Paper,0.31,31,0.31,Office Supplies,Raleigh,United States,Dorothy Badders,0.2,Xerox,1,9/15/2014,CA-2014-115882,27604,Xerox 1988,23,3,South,74,Corporate,9/18/2014,First Class,North Carolina
Paper,0.36,36,0.36,Office Supplies,Murfreesboro,United States,Patrick Jones,0.2,Xerox,1,05-06-2013,CA-2013-112676,37130,Xerox 1965,5,3,South,14,Corporate,05-09-2013,First Class,Tennessee
Storage,-0.25,-25,-0.25,Office Supplies,Knoxville,United States,Fred Hopkins,0.2,Other,1,10/20/2011,CA-2011-169684,37918,"Contico 72""H Heavy-Duty Storage System",-25,3,South,98,Corporate,10/23/2011,First Class,Tennessee
